attack,method,seed,round,acc
LF,DP-FedAvg,0,0,0.0427
LF,DP-FedAvg,0,5,0.6122
LF,DP-FedAvg,0,10,0.7283
LF,DP-FedAvg,0,15,0.7474
LF,DP-FedAvg,0,20,0.7627
LF,DP-FedAvg,0,25,0.7772
LF,DP-FedAvg,0,30,0.7827
LF,DP-FedAvg,0,35,0.7852
LF,DP-FedAvg,0,40,0.7866
LF,DP-FedAvg,0,45,0.7955
LF,DP-FedAvg,0,50,0.7963
LF,DP-FedAvg,0,55,0.7971
LF,DP-FedAvg,0,60,0.7957
LF,DP-FedAvg,0,65,0.7907
LF,DP-FedAvg,0,70,0.7915
LF,DP-FedAvg,0,75,0.7917
LF,DP-FedAvg,0,80,0.7923
LF,DP-FedAvg,0,85,0.786
LF,DP-FedAvg,0,90,0.7871
LF,DP-FedAvg,0,95,0.7955
LF,DP-FedAvg,0,100,0.7879
LF,DP-FedAvg,0,105,0.7834
LF,DP-FedAvg,0,110,0.782
LF,DP-FedAvg,0,115,0.7849
LF,DP-FedAvg,0,120,0.7625
LF,DP-FedAvg,0,125,0.7718
LF,DP-FedAvg,0,130,0.7672
LF,DP-FedAvg,0,135,0.7672
LF,DP-FedAvg,0,140,0.7585
LF,DP-FedAvg,0,145,0.7452
LF,DP-FedAvg,0,150,0.745
LF,DP-FedAvg,0,155,0.7547
LF,DP-FedAvg,0,160,0.7171
LF,DP-FedAvg,0,165,0.7338
LF,DP-FedAvg,0,170,0.7443
LF,DP-FedAvg,0,175,0.7244
LF,DP-FedAvg,0,180,0.7105
LF,DP-FedAvg,1,0,0.1713
LF,DP-FedAvg,1,5,0.5959
LF,DP-FedAvg,1,10,0.7044
LF,DP-FedAvg,1,15,0.7278
LF,DP-FedAvg,1,20,0.7566
LF,DP-FedAvg,1,25,0.7678
LF,DP-FedAvg,1,30,0.7776
LF,DP-FedAvg,1,35,0.7769
LF,DP-FedAvg,1,40,0.7895
LF,DP-FedAvg,1,45,0.7861
LF,DP-FedAvg,1,50,0.7859
LF,DP-FedAvg,1,55,0.7827
LF,DP-FedAvg,1,60,0.7911
LF,DP-FedAvg,1,65,0.7932
LF,DP-FedAvg,1,70,0.7941
LF,DP-FedAvg,1,75,0.7946
LF,DP-FedAvg,1,80,0.7882
LF,DP-FedAvg,1,85,0.7897
LF,DP-FedAvg,1,90,0.7897
LF,DP-FedAvg,1,95,0.7894
LF,DP-FedAvg,1,100,0.7894
LF,DP-FedAvg,1,105,0.7601
LF,DP-FedAvg,1,110,0.7801
LF,DP-FedAvg,1,115,0.753
LF,DP-FedAvg,1,120,0.7782
LF,DP-FedAvg,1,125,0.7419
LF,DP-FedAvg,1,130,0.774
LF,DP-FedAvg,1,135,0.7636
LF,DP-FedAvg,1,140,0.7675
LF,DP-FedAvg,1,145,0.7373
LF,DP-FedAvg,1,150,0.7581
LF,DP-FedAvg,1,155,0.7375
LF,DP-FedAvg,1,160,0.7244
LF,DP-FedAvg,1,165,0.747
LF,DP-FedAvg,1,170,0.7453
LF,DP-FedAvg,1,175,0.7301
LF,DP-FedAvg,1,180,0.7305
LF,DP-FedAvg,2,0,0.1001
LF,DP-FedAvg,2,5,0.6056
LF,DP-FedAvg,2,10,0.7315
LF,DP-FedAvg,2,15,0.7531
LF,DP-FedAvg,2,20,0.764
LF,DP-FedAvg,2,25,0.7704
LF,DP-FedAvg,2,30,0.7789
LF,DP-FedAvg,2,35,0.7819
LF,DP-FedAvg,2,40,0.7946
LF,DP-FedAvg,2,45,0.7985
LF,DP-FedAvg,2,50,0.7912
LF,DP-FedAvg,2,55,0.7975
LF,DP-FedAvg,2,60,0.7921
LF,DP-FedAvg,2,65,0.7832
LF,DP-FedAvg,2,70,0.794
LF,DP-FedAvg,2,75,0.794
LF,DP-FedAvg,2,80,0.7862
LF,DP-FedAvg,2,85,0.7887
LF,DP-FedAvg,2,90,0.7844
LF,DP-FedAvg,2,95,0.7661
LF,DP-FedAvg,2,100,0.7825
LF,DP-FedAvg,2,105,0.7685
LF,DP-FedAvg,2,110,0.7827
LF,DP-FedAvg,2,115,0.7758
LF,DP-FedAvg,2,120,0.7726
LF,DP-FedAvg,2,125,0.7601
LF,DP-FedAvg,2,130,0.7616
LF,DP-FedAvg,2,135,0.747
LF,DP-FedAvg,2,140,0.7572
LF,DP-FedAvg,2,145,0.7286
LF,DP-FedAvg,2,150,0.7498
LF,DP-FedAvg,2,155,0.7374
LF,DP-FedAvg,2,160,0.725
LF,DP-FedAvg,2,165,0.7217
LF,DP-FedAvg,2,170,0.7186
LF,DP-FedAvg,2,175,0.7243
LF,DP-FedAvg,2,180,0.6979
LF,FedVRDP,0,0,0.0427
LF,FedVRDP,0,5,0.4831
LF,FedVRDP,0,10,0.5425
LF,FedVRDP,0,15,0.6333
LF,FedVRDP,0,20,0.7032
LF,FedVRDP,0,25,0.7313
LF,FedVRDP,0,30,0.7447
LF,FedVRDP,0,35,0.7512
LF,FedVRDP,0,40,0.7608
LF,FedVRDP,0,45,0.7684
LF,FedVRDP,0,50,0.7687
LF,FedVRDP,0,55,0.7744
LF,FedVRDP,0,60,0.7785
LF,FedVRDP,0,65,0.7835
LF,FedVRDP,0,70,0.791
LF,FedVRDP,0,75,0.7937
LF,FedVRDP,0,80,0.7951
LF,FedVRDP,0,85,0.7973
LF,FedVRDP,0,90,0.8005
LF,FedVRDP,0,95,0.8032
LF,FedVRDP,0,100,0.8056
LF,FedVRDP,0,105,0.8087
LF,FedVRDP,0,110,0.8111
LF,FedVRDP,0,115,0.8112
LF,FedVRDP,0,120,0.8129
LF,FedVRDP,0,125,0.8104
LF,FedVRDP,0,130,0.8056
LF,FedVRDP,0,135,0.8071
LF,FedVRDP,0,140,0.8102
LF,FedVRDP,0,145,0.8075
LF,FedVRDP,0,150,0.8125
LF,FedVRDP,0,155,0.8097
LF,FedVRDP,0,160,0.81
LF,FedVRDP,0,165,0.8111
LF,FedVRDP,0,170,0.8057
LF,FedVRDP,0,175,0.808
LF,FedVRDP,0,180,0.8019
LF,FedVRDP,1,0,0.1713
LF,FedVRDP,1,5,0.4556
LF,FedVRDP,1,10,0.5387
LF,FedVRDP,1,15,0.6102
LF,FedVRDP,1,20,0.686
LF,FedVRDP,1,25,0.7199
LF,FedVRDP,1,30,0.7278
LF,FedVRDP,1,35,0.7385
LF,FedVRDP,1,40,0.7445
LF,FedVRDP,1,45,0.7498
LF,FedVRDP,1,50,0.7558
LF,FedVRDP,1,55,0.7619
LF,FedVRDP,1,60,0.7705
LF,FedVRDP,1,65,0.772
LF,FedVRDP,1,70,0.7766
LF,FedVRDP,1,75,0.7802
LF,FedVRDP,1,80,0.7843
LF,FedVRDP,1,85,0.7842
LF,FedVRDP,1,90,0.788
LF,FedVRDP,1,95,0.7929
LF,FedVRDP,1,100,0.7924
LF,FedVRDP,1,105,0.7934
LF,FedVRDP,1,110,0.7948
LF,FedVRDP,1,115,0.7937
LF,FedVRDP,1,120,0.7996
LF,FedVRDP,1,125,0.7949
LF,FedVRDP,1,130,0.7975
LF,FedVRDP,1,135,0.7934
LF,FedVRDP,1,140,0.7944
LF,FedVRDP,1,145,0.7939
LF,FedVRDP,1,150,0.7939
LF,FedVRDP,1,155,0.7929
LF,FedVRDP,1,160,0.7945
LF,FedVRDP,1,165,0.7938
LF,FedVRDP,1,170,0.7939
LF,FedVRDP,1,175,0.7882
LF,FedVRDP,1,180,0.7893
LF,FedVRDP,2,0,0.1001
LF,FedVRDP,2,5,0.4573
LF,FedVRDP,2,10,0.5592
LF,FedVRDP,2,15,0.6709
LF,FedVRDP,2,20,0.7188
LF,FedVRDP,2,25,0.7261
LF,FedVRDP,2,30,0.7412
LF,FedVRDP,2,35,0.747
LF,FedVRDP,2,40,0.7512
LF,FedVRDP,2,45,0.7545
LF,FedVRDP,2,50,0.7635
LF,FedVRDP,2,55,0.7668
LF,FedVRDP,2,60,0.7677
LF,FedVRDP,2,65,0.7725
LF,FedVRDP,2,70,0.7776
LF,FedVRDP,2,75,0.7818
LF,FedVRDP,2,80,0.7852
LF,FedVRDP,2,85,0.7891
LF,FedVRDP,2,90,0.7883
LF,FedVRDP,2,95,0.7917
LF,FedVRDP,2,100,0.7948
LF,FedVRDP,2,105,0.7944
LF,FedVRDP,2,110,0.7999
LF,FedVRDP,2,115,0.8007
LF,FedVRDP,2,120,0.7985
LF,FedVRDP,2,125,0.8
LF,FedVRDP,2,130,0.7989
LF,FedVRDP,2,135,0.8029
LF,FedVRDP,2,140,0.7966
LF,FedVRDP,2,145,0.7985
LF,FedVRDP,2,150,0.8002
LF,FedVRDP,2,155,0.7976
LF,FedVRDP,2,160,0.7884
LF,FedVRDP,2,165,0.7936
LF,FedVRDP,2,170,0.7923
LF,FedVRDP,2,175,0.7914
LF,FedVRDP,2,180,0.7872
LF,AG-PTR,0,0,0.0427
LF,AG-PTR,0,5,0.5644
LF,AG-PTR,0,10,0.6944
LF,AG-PTR,0,15,0.7276
LF,AG-PTR,0,20,0.7276
LF,AG-PTR,0,25,0.7276
LF,AG-PTR,0,30,0.7428
LF,AG-PTR,0,35,0.7408
LF,AG-PTR,0,40,0.7544
LF,AG-PTR,0,45,0.7661
LF,AG-PTR,0,50,0.7659
LF,AG-PTR,0,55,0.774
LF,AG-PTR,0,60,0.774
LF,AG-PTR,0,65,0.774
LF,AG-PTR,0,70,0.774
LF,AG-PTR,0,75,0.7717
LF,AG-PTR,0,80,0.7586
LF,AG-PTR,0,85,0.7708
LF,AG-PTR,0,90,0.7559
LF,AG-PTR,0,95,0.7702
LF,AG-PTR,0,100,0.7719
LF,AG-PTR,0,105,0.7681
LF,AG-PTR,0,110,0.7476
LF,AG-PTR,0,115,0.7699
LF,AG-PTR,0,120,0.773
LF,AG-PTR,0,125,0.764
LF,AG-PTR,0,130,0.7703
LF,AG-PTR,0,135,0.7641
LF,AG-PTR,0,140,0.7696
LF,AG-PTR,0,145,0.7509
LF,AG-PTR,0,150,0.7544
LF,AG-PTR,0,155,0.7338
LF,AG-PTR,0,160,0.7609
LF,AG-PTR,0,165,0.7661
LF,AG-PTR,0,170,0.7661
LF,AG-PTR,0,175,0.7614
LF,AG-PTR,0,180,0.7624
LF,AG-PTR,1,0,0.1713
LF,AG-PTR,1,5,0.596
LF,AG-PTR,1,10,0.7168
LF,AG-PTR,1,15,0.7168
LF,AG-PTR,1,20,0.6956
LF,AG-PTR,1,25,0.7283
LF,AG-PTR,1,30,0.7092
LF,AG-PTR,1,35,0.7303
LF,AG-PTR,1,40,0.741
LF,AG-PTR,1,45,0.7396
LF,AG-PTR,1,50,0.752
LF,AG-PTR,1,55,0.7608
LF,AG-PTR,1,60,0.7615
LF,AG-PTR,1,65,0.7658
LF,AG-PTR,1,70,0.7703
LF,AG-PTR,1,75,0.7612
LF,AG-PTR,1,80,0.7626
LF,AG-PTR,1,85,0.7733
LF,AG-PTR,1,90,0.7683
LF,AG-PTR,1,95,0.7773
LF,AG-PTR,1,100,0.7716
LF,AG-PTR,1,105,0.776
LF,AG-PTR,1,110,0.7598
LF,AG-PTR,1,115,0.7645
LF,AG-PTR,1,120,0.7896
LF,AG-PTR,1,125,0.7751
LF,AG-PTR,1,130,0.7751
LF,AG-PTR,1,135,0.7681
LF,AG-PTR,1,140,0.7614
LF,AG-PTR,1,145,0.767
LF,AG-PTR,1,150,0.7612
LF,AG-PTR,1,155,0.7633
LF,AG-PTR,1,160,0.7512
LF,AG-PTR,1,165,0.7613
LF,AG-PTR,1,170,0.7547
LF,AG-PTR,1,175,0.7614
LF,AG-PTR,1,180,0.7569
LF,AG-PTR,2,0,0.1001
LF,AG-PTR,2,5,0.5805
LF,AG-PTR,2,10,0.7011
LF,AG-PTR,2,15,0.7209
LF,AG-PTR,2,20,0.7392
LF,AG-PTR,2,25,0.7392
LF,AG-PTR,2,30,0.7392
LF,AG-PTR,2,35,0.7344
LF,AG-PTR,2,40,0.7389
LF,AG-PTR,2,45,0.7621
LF,AG-PTR,2,50,0.7625
LF,AG-PTR,2,55,0.7607
LF,AG-PTR,2,60,0.7672
LF,AG-PTR,2,65,0.7754
LF,AG-PTR,2,70,0.7635
LF,AG-PTR,2,75,0.768
LF,AG-PTR,2,80,0.7724
LF,AG-PTR,2,85,0.7713
LF,AG-PTR,2,90,0.7754
LF,AG-PTR,2,95,0.7714
LF,AG-PTR,2,100,0.7761
LF,AG-PTR,2,105,0.7597
LF,AG-PTR,2,110,0.7657
LF,AG-PTR,2,115,0.7526
LF,AG-PTR,2,120,0.7471
LF,AG-PTR,2,125,0.7691
LF,AG-PTR,2,130,0.7664
LF,AG-PTR,2,135,0.7711
LF,AG-PTR,2,140,0.7591
LF,AG-PTR,2,145,0.7538
LF,AG-PTR,2,150,0.7596
LF,AG-PTR,2,155,0.7286
LF,AG-PTR,2,160,0.7528
LF,AG-PTR,2,165,0.7491
LF,AG-PTR,2,170,0.7476
LF,AG-PTR,2,175,0.7458
LF,AG-PTR,2,180,0.7412
LF,Median (non-DP),0,0,0.0427
LF,Median (non-DP),0,5,0.5189
LF,Median (non-DP),0,10,0.6937
LF,Median (non-DP),0,15,0.6812
LF,Median (non-DP),0,20,0.719
LF,Median (non-DP),0,25,0.7414
LF,Median (non-DP),0,30,0.7507
LF,Median (non-DP),0,35,0.757
LF,Median (non-DP),0,40,0.7642
LF,Median (non-DP),0,45,0.7691
LF,Median (non-DP),0,50,0.7736
LF,Median (non-DP),0,55,0.7785
LF,Median (non-DP),0,60,0.7817
LF,Median (non-DP),0,65,0.7811
LF,Median (non-DP),0,70,0.7866
LF,Median (non-DP),0,75,0.7872
LF,Median (non-DP),0,80,0.7898
LF,Median (non-DP),0,85,0.7915
LF,Median (non-DP),0,90,0.791
LF,Median (non-DP),0,95,0.7941
LF,Median (non-DP),0,100,0.7972
LF,Median (non-DP),0,105,0.7976
LF,Median (non-DP),0,110,0.7966
LF,Median (non-DP),0,115,0.8009
LF,Median (non-DP),0,120,0.8027
LF,Median (non-DP),0,125,0.8039
LF,Median (non-DP),0,130,0.8015
LF,Median (non-DP),0,135,0.806
LF,Median (non-DP),0,140,0.8044
LF,Median (non-DP),0,145,0.8073
LF,Median (non-DP),0,150,0.806
LF,Median (non-DP),0,155,0.8067
LF,Median (non-DP),0,160,0.8055
LF,Median (non-DP),0,165,0.8082
LF,Median (non-DP),0,170,0.8074
LF,Median (non-DP),0,175,0.8088
LF,Median (non-DP),0,180,0.8094
LF,Median (non-DP),1,0,0.1713
LF,Median (non-DP),1,5,0.4625
LF,Median (non-DP),1,10,0.6327
LF,Median (non-DP),1,15,0.6943
LF,Median (non-DP),1,20,0.7136
LF,Median (non-DP),1,25,0.736
LF,Median (non-DP),1,30,0.7309
LF,Median (non-DP),1,35,0.7422
LF,Median (non-DP),1,40,0.7469
LF,Median (non-DP),1,45,0.7489
LF,Median (non-DP),1,50,0.7531
LF,Median (non-DP),1,55,0.7567
LF,Median (non-DP),1,60,0.76
LF,Median (non-DP),1,65,0.7611
LF,Median (non-DP),1,70,0.7649
LF,Median (non-DP),1,75,0.7697
LF,Median (non-DP),1,80,0.7732
LF,Median (non-DP),1,85,0.774
LF,Median (non-DP),1,90,0.7777
LF,Median (non-DP),1,95,0.7794
LF,Median (non-DP),1,100,0.7822
LF,Median (non-DP),1,105,0.7854
LF,Median (non-DP),1,110,0.7873
LF,Median (non-DP),1,115,0.7906
LF,Median (non-DP),1,120,0.7913
LF,Median (non-DP),1,125,0.7896
LF,Median (non-DP),1,130,0.7949
LF,Median (non-DP),1,135,0.7953
LF,Median (non-DP),1,140,0.7984
LF,Median (non-DP),1,145,0.7964
LF,Median (non-DP),1,150,0.8
LF,Median (non-DP),1,155,0.8024
LF,Median (non-DP),1,160,0.8032
LF,Median (non-DP),1,165,0.8052
LF,Median (non-DP),1,170,0.8046
LF,Median (non-DP),1,175,0.8039
LF,Median (non-DP),1,180,0.8
LF,Median (non-DP),2,0,0.1001
LF,Median (non-DP),2,5,0.5071
LF,Median (non-DP),2,10,0.6932
LF,Median (non-DP),2,15,0.7085
LF,Median (non-DP),2,20,0.7308
LF,Median (non-DP),2,25,0.7345
LF,Median (non-DP),2,30,0.7405
LF,Median (non-DP),2,35,0.7476
LF,Median (non-DP),2,40,0.7533
LF,Median (non-DP),2,45,0.7592
LF,Median (non-DP),2,50,0.7635
LF,Median (non-DP),2,55,0.7619
LF,Median (non-DP),2,60,0.7658
LF,Median (non-DP),2,65,0.7678
LF,Median (non-DP),2,70,0.7734
LF,Median (non-DP),2,75,0.7753
LF,Median (non-DP),2,80,0.7774
LF,Median (non-DP),2,85,0.7779
LF,Median (non-DP),2,90,0.7841
LF,Median (non-DP),2,95,0.7796
LF,Median (non-DP),2,100,0.7844
LF,Median (non-DP),2,105,0.7817
LF,Median (non-DP),2,110,0.7852
LF,Median (non-DP),2,115,0.7904
LF,Median (non-DP),2,120,0.7875
LF,Median (non-DP),2,125,0.7927
LF,Median (non-DP),2,130,0.7934
LF,Median (non-DP),2,135,0.7927
LF,Median (non-DP),2,140,0.7898
LF,Median (non-DP),2,145,0.7955
LF,Median (non-DP),2,150,0.797
LF,Median (non-DP),2,155,0.796
LF,Median (non-DP),2,160,0.7988
LF,Median (non-DP),2,165,0.7979
LF,Median (non-DP),2,170,0.7973
LF,Median (non-DP),2,175,0.7968
LF,Median (non-DP),2,180,0.8008
LF,TrimmedMean (non-DP),0,0,0.0427
LF,TrimmedMean (non-DP),0,5,0.6525
LF,TrimmedMean (non-DP),0,10,0.73
LF,TrimmedMean (non-DP),0,15,0.7456
LF,TrimmedMean (non-DP),0,20,0.7623
LF,TrimmedMean (non-DP),0,25,0.7678
LF,TrimmedMean (non-DP),0,30,0.7769
LF,TrimmedMean (non-DP),0,35,0.779
LF,TrimmedMean (non-DP),0,40,0.7936
LF,TrimmedMean (non-DP),0,45,0.8014
LF,TrimmedMean (non-DP),0,50,0.7975
LF,TrimmedMean (non-DP),0,55,0.8025
LF,TrimmedMean (non-DP),0,60,0.8017
LF,TrimmedMean (non-DP),0,65,0.8051
LF,TrimmedMean (non-DP),0,70,0.8055
LF,TrimmedMean (non-DP),0,75,0.8097
LF,TrimmedMean (non-DP),0,80,0.8104
LF,TrimmedMean (non-DP),0,85,0.8129
LF,TrimmedMean (non-DP),0,90,0.8109
LF,TrimmedMean (non-DP),0,95,0.8149
LF,TrimmedMean (non-DP),0,100,0.817
LF,TrimmedMean (non-DP),0,105,0.8159
LF,TrimmedMean (non-DP),0,110,0.82
LF,TrimmedMean (non-DP),0,115,0.8207
LF,TrimmedMean (non-DP),0,120,0.8219
LF,TrimmedMean (non-DP),0,125,0.8237
LF,TrimmedMean (non-DP),0,130,0.8236
LF,TrimmedMean (non-DP),0,135,0.8237
LF,TrimmedMean (non-DP),0,140,0.8241
LF,TrimmedMean (non-DP),0,145,0.8229
LF,TrimmedMean (non-DP),0,150,0.8244
LF,TrimmedMean (non-DP),0,155,0.828
LF,TrimmedMean (non-DP),0,160,0.8262
LF,TrimmedMean (non-DP),0,165,0.8272
LF,TrimmedMean (non-DP),0,170,0.8262
LF,TrimmedMean (non-DP),0,175,0.8263
LF,TrimmedMean (non-DP),0,180,0.8279
LF,TrimmedMean (non-DP),1,0,0.1713
LF,TrimmedMean (non-DP),1,5,0.6328
LF,TrimmedMean (non-DP),1,10,0.6919
LF,TrimmedMean (non-DP),1,15,0.7135
LF,TrimmedMean (non-DP),1,20,0.7339
LF,TrimmedMean (non-DP),1,25,0.753
LF,TrimmedMean (non-DP),1,30,0.7578
LF,TrimmedMean (non-DP),1,35,0.7644
LF,TrimmedMean (non-DP),1,40,0.7732
LF,TrimmedMean (non-DP),1,45,0.7745
LF,TrimmedMean (non-DP),1,50,0.783
LF,TrimmedMean (non-DP),1,55,0.7823
LF,TrimmedMean (non-DP),1,60,0.7913
LF,TrimmedMean (non-DP),1,65,0.7906
LF,TrimmedMean (non-DP),1,70,0.7958
LF,TrimmedMean (non-DP),1,75,0.7919
LF,TrimmedMean (non-DP),1,80,0.7981
LF,TrimmedMean (non-DP),1,85,0.8015
LF,TrimmedMean (non-DP),1,90,0.8035
LF,TrimmedMean (non-DP),1,95,0.8095
LF,TrimmedMean (non-DP),1,100,0.8104
LF,TrimmedMean (non-DP),1,105,0.8123
LF,TrimmedMean (non-DP),1,110,0.8105
LF,TrimmedMean (non-DP),1,115,0.8137
LF,TrimmedMean (non-DP),1,120,0.8191
LF,TrimmedMean (non-DP),1,125,0.8151
LF,TrimmedMean (non-DP),1,130,0.8177
LF,TrimmedMean (non-DP),1,135,0.8143
LF,TrimmedMean (non-DP),1,140,0.8199
LF,TrimmedMean (non-DP),1,145,0.8185
LF,TrimmedMean (non-DP),1,150,0.8214
LF,TrimmedMean (non-DP),1,155,0.8219
LF,TrimmedMean (non-DP),1,160,0.8263
LF,TrimmedMean (non-DP),1,165,0.8226
LF,TrimmedMean (non-DP),1,170,0.829
LF,TrimmedMean (non-DP),1,175,0.8276
LF,TrimmedMean (non-DP),1,180,0.825
LF,TrimmedMean (non-DP),2,0,0.1001
LF,TrimmedMean (non-DP),2,5,0.6532
LF,TrimmedMean (non-DP),2,10,0.7275
LF,TrimmedMean (non-DP),2,15,0.7399
LF,TrimmedMean (non-DP),2,20,0.7486
LF,TrimmedMean (non-DP),2,25,0.7517
LF,TrimmedMean (non-DP),2,30,0.7551
LF,TrimmedMean (non-DP),2,35,0.7616
LF,TrimmedMean (non-DP),2,40,0.7685
LF,TrimmedMean (non-DP),2,45,0.7731
LF,TrimmedMean (non-DP),2,50,0.7786
LF,TrimmedMean (non-DP),2,55,0.7746
LF,TrimmedMean (non-DP),2,60,0.7781
LF,TrimmedMean (non-DP),2,65,0.7821
LF,TrimmedMean (non-DP),2,70,0.7863
LF,TrimmedMean (non-DP),2,75,0.7878
LF,TrimmedMean (non-DP),2,80,0.7874
LF,TrimmedMean (non-DP),2,85,0.7951
LF,TrimmedMean (non-DP),2,90,0.7983
LF,TrimmedMean (non-DP),2,95,0.7929
LF,TrimmedMean (non-DP),2,100,0.7997
LF,TrimmedMean (non-DP),2,105,0.8005
LF,TrimmedMean (non-DP),2,110,0.8032
LF,TrimmedMean (non-DP),2,115,0.8089
LF,TrimmedMean (non-DP),2,120,0.806
LF,TrimmedMean (non-DP),2,125,0.8117
LF,TrimmedMean (non-DP),2,130,0.8123
LF,TrimmedMean (non-DP),2,135,0.8134
LF,TrimmedMean (non-DP),2,140,0.806
LF,TrimmedMean (non-DP),2,145,0.8152
LF,TrimmedMean (non-DP),2,150,0.8174
LF,TrimmedMean (non-DP),2,155,0.8151
LF,TrimmedMean (non-DP),2,160,0.8216
LF,TrimmedMean (non-DP),2,165,0.82
LF,TrimmedMean (non-DP),2,170,0.82
LF,TrimmedMean (non-DP),2,175,0.8206
LF,TrimmedMean (non-DP),2,180,0.8231
LF,Krum (non-DP),0,0,0.0427
LF,Krum (non-DP),0,5,0.4308
LF,Krum (non-DP),0,10,0.6384
LF,Krum (non-DP),0,15,0.6064
LF,Krum (non-DP),0,20,0.6754
LF,Krum (non-DP),0,25,0.6565
LF,Krum (non-DP),0,30,0.6611
LF,Krum (non-DP),0,35,0.6262
LF,Krum (non-DP),0,40,0.6484
LF,Krum (non-DP),0,45,0.686
LF,Krum (non-DP),0,50,0.697
LF,Krum (non-DP),0,55,0.7092
LF,Krum (non-DP),0,60,0.6794
LF,Krum (non-DP),0,65,0.6978
LF,Krum (non-DP),0,70,0.7182
LF,Krum (non-DP),0,75,0.7109
LF,Krum (non-DP),0,80,0.6943
LF,Krum (non-DP),0,85,0.7342
LF,Krum (non-DP),0,90,0.7355
LF,Krum (non-DP),0,95,0.7326
LF,Krum (non-DP),0,100,0.7307
LF,Krum (non-DP),0,105,0.7333
LF,Krum (non-DP),0,110,0.734
LF,Krum (non-DP),0,115,0.7291
LF,Krum (non-DP),0,120,0.7331
LF,Krum (non-DP),0,125,0.7274
LF,Krum (non-DP),0,130,0.7247
LF,Krum (non-DP),0,135,0.7296
LF,Krum (non-DP),0,140,0.7372
LF,Krum (non-DP),0,145,0.7368
LF,Krum (non-DP),0,150,0.7322
LF,Krum (non-DP),0,155,0.7314
LF,Krum (non-DP),0,160,0.7321
LF,Krum (non-DP),0,165,0.7392
LF,Krum (non-DP),0,170,0.7401
LF,Krum (non-DP),0,175,0.7407
LF,Krum (non-DP),0,180,0.7403
LF,Krum (non-DP),1,0,0.1713
LF,Krum (non-DP),1,5,0.3444
LF,Krum (non-DP),1,10,0.5136
LF,Krum (non-DP),1,15,0.5245
LF,Krum (non-DP),1,20,0.524
LF,Krum (non-DP),1,25,0.488
LF,Krum (non-DP),1,30,0.5873
LF,Krum (non-DP),1,35,0.5853
LF,Krum (non-DP),1,40,0.5659
LF,Krum (non-DP),1,45,0.5928
LF,Krum (non-DP),1,50,0.5859
LF,Krum (non-DP),1,55,0.64
LF,Krum (non-DP),1,60,0.6304
LF,Krum (non-DP),1,65,0.6607
LF,Krum (non-DP),1,70,0.6645
LF,Krum (non-DP),1,75,0.6676
LF,Krum (non-DP),1,80,0.665
LF,Krum (non-DP),1,85,0.685
LF,Krum (non-DP),1,90,0.7054
LF,Krum (non-DP),1,95,0.7084
LF,Krum (non-DP),1,100,0.7077
LF,Krum (non-DP),1,105,0.7107
LF,Krum (non-DP),1,110,0.7095
LF,Krum (non-DP),1,115,0.7101
LF,Krum (non-DP),1,120,0.7123
LF,Krum (non-DP),1,125,0.7058
LF,Krum (non-DP),1,130,0.7095
LF,Krum (non-DP),1,135,0.7112
LF,Krum (non-DP),1,140,0.7098
LF,Krum (non-DP),1,145,0.7016
LF,Krum (non-DP),1,150,0.7131
LF,Krum (non-DP),1,155,0.7188
LF,Krum (non-DP),1,160,0.6959
LF,Krum (non-DP),1,165,0.7047
LF,Krum (non-DP),1,170,0.7081
LF,Krum (non-DP),1,175,0.7097
LF,Krum (non-DP),1,180,0.7046
LF,Krum (non-DP),2,0,0.1001
LF,Krum (non-DP),2,5,0.4257
LF,Krum (non-DP),2,10,0.6064
LF,Krum (non-DP),2,15,0.6468
LF,Krum (non-DP),2,20,0.6346
LF,Krum (non-DP),2,25,0.7106
LF,Krum (non-DP),2,30,0.6829
LF,Krum (non-DP),2,35,0.7041
LF,Krum (non-DP),2,40,0.711
LF,Krum (non-DP),2,45,0.6849
LF,Krum (non-DP),2,50,0.7258
LF,Krum (non-DP),2,55,0.7175
LF,Krum (non-DP),2,60,0.7112
LF,Krum (non-DP),2,65,0.7188
LF,Krum (non-DP),2,70,0.7179
LF,Krum (non-DP),2,75,0.7148
LF,Krum (non-DP),2,80,0.6684
LF,Krum (non-DP),2,85,0.7165
LF,Krum (non-DP),2,90,0.7208
LF,Krum (non-DP),2,95,0.7251
LF,Krum (non-DP),2,100,0.7301
LF,Krum (non-DP),2,105,0.7264
LF,Krum (non-DP),2,110,0.7263
LF,Krum (non-DP),2,115,0.7183
LF,Krum (non-DP),2,120,0.7256
LF,Krum (non-DP),2,125,0.7249
LF,Krum (non-DP),2,130,0.7235
LF,Krum (non-DP),2,135,0.7295
LF,Krum (non-DP),2,140,0.7289
LF,Krum (non-DP),2,145,0.7307
LF,Krum (non-DP),2,150,0.7203
LF,Krum (non-DP),2,155,0.726
LF,Krum (non-DP),2,160,0.72
LF,Krum (non-DP),2,165,0.7126
LF,Krum (non-DP),2,170,0.7149
LF,Krum (non-DP),2,175,0.7201
LF,Krum (non-DP),2,180,0.7244
LF,Bulyan (non-DP),0,0,0.0427
LF,Bulyan (non-DP),0,5,0.6742
LF,Bulyan (non-DP),0,10,0.7278
LF,Bulyan (non-DP),0,15,0.727
LF,Bulyan (non-DP),0,20,0.7552
LF,Bulyan (non-DP),0,25,0.7583
LF,Bulyan (non-DP),0,30,0.7726
